Iteration,KL_提案手法,KL_上限手法,KL_step手法,KL_all手法,KL_難易度ベース,KL_比較手法,HD_提案手法,HD_上限手法,HD_step手法,HD_all手法,HD_難易度ベース,HD_比較手法,JSD_提案手法,JSD_上限手法,JSD_step手法,JSD_all手法,JSD_難易度ベース,JSD_比較手法,topk_提案手法,topk_上限手法,topk_step手法,topk_all手法,topk_難易度ベース,topk_比較手法,topk_ランダム
1,0.6047636978902589,0.5334630908827914,0.40901771314307217,0.776307313277884,1.0801163353809349,1.9344043249383835,0.46038630190227686,0.4808247664670571,0.4565257209859086,0.5686532650784533,0.9398392168624179,0.39276955799688595,0.07643505907730531,0.07209354102102174,0.11078709323706301,0.09685686482495949,0.2903440353151261,0.05185264555802792
