Iteration,KL_提案手法,KL_上限手法,KL_step手法,KL_all手法,KL_難易度ベース,KL_比較手法,HD_提案手法,HD_上限手法,HD_step手法,HD_all手法,HD_難易度ベース,HD_比較手法,JSD_提案手法,JSD_上限手法,JSD_step手法,JSD_all手法,JSD_難易度ベース,JSD_比較手法,topk_提案手法,topk_上限手法,topk_step手法,topk_all手法,topk_難易度ベース,topk_比較手法,topk_ランダム
1,1.9170260283307874,1.9136323529382933,2.9846658301495896,3.380382884942444,5.2453709027697695,22.556855503324638,1.5737655797968106,1.5352462551129111,1.838345148007095,1.914298166624053,3.4500109976393296,2.479659024179905,0.31004092103607256,0.28023775371465526,0.4154443980130752,0.3950312664130313,1.3171769140360456,0.7395172594302443
