Iteration,KL_提案手法,KL_上限手法,KL_step手法,KL_all手法,KL_難易度ベース,KL_比較手法,HD_提案手法,HD_上限手法,HD_step手法,HD_all手法,HD_難易度ベース,HD_比較手法,JSD_提案手法,JSD_上限手法,JSD_step手法,JSD_all手法,JSD_難易度ベース,JSD_比較手法,topk_提案手法,topk_上限手法,topk_step手法,topk_all手法,topk_難易度ベース,topk_比較手法,topk_ランダム
1,1.4506636860647497,1.7771114787994036,2.975335079567281,2.916490604354683,5.239638180031986,26.425846635145938,1.5063495416022827,1.503007611578208,1.8018024069193672,1.7291446893780393,3.4466862779396674,2.777205302731244,0.29071480395704075,0.31310406143780856,0.40544082659485886,0.3303808604511571,1.3152626133384684,0.8670056050957619
