Iteration,KL_提案手法,KL_上限手法,KL_step手法,KL_all手法,KL_難易度ベース,KL_比較手法,HD_提案手法,HD_上限手法,HD_step手法,HD_all手法,HD_難易度ベース,HD_比較手法,JSD_提案手法,JSD_上限手法,JSD_step手法,JSD_all手法,JSD_難易度ベース,JSD_比較手法,topk_提案手法,topk_上限手法,topk_step手法,topk_all手法,topk_難易度ベース,topk_比較手法,topk_ランダム
1,1.7288683254582766,2.3792771577163596,3.050238151943421,3.999107301322509,5.193281054694498,55.35746211010715,1.7478459705409293,1.7876144287993496,1.932702959355708,2.1084244991428767,3.424926369409414,3.7104396759644134,0.4075645190321165,0.405561599960993,0.4575534212994143,0.5154299200556939,1.3034607165000858,1.3740888423987336
