Iteration,KL_提案手法,KL_上限手法,KL_step手法,KL_all手法,KL_難易度ベース,KL_比較手法,HD_提案手法,HD_上限手法,HD_step手法,HD_all手法,HD_難易度ベース,HD_比較手法,JSD_提案手法,JSD_上限手法,JSD_step手法,JSD_all手法,JSD_難易度ベース,JSD_比較手法,topk_提案手法,topk_上限手法,topk_step手法,topk_all手法,topk_難易度ベース,topk_比較手法,topk_ランダム
1,7.667679325713441,7.5603119940814905,6.708027388369868,7.743120167269912,5.2453709027697695,22.556855503324638,3.971850275995196,3.976808281200861,3.799143639258046,3.9338480741272077,3.4500109976393296,2.479659024179905,1.7603139554332157,1.7558794035417646,1.6004263130288567,1.7427154427208225,1.3171769140360456,0.7395172594302443
